"id","playerround_id","timestamp","player_state","content"
"1","551","2024-09-23 13:41:50","LOGIN","Round=0"
"2","552","2024-09-23 13:42:17","LOGIN","Round=0"
"3","553","2024-09-23 13:42:42","READ_BUDGET",""
"4","554","2024-09-23 13:42:47","READ_BUDGET",""
"5","553","2024-09-23 13:47:30","READ_NEWS",""
"6","554","2024-09-23 13:47:35","READ_NEWS",""
"7","553","2024-09-23 13:47:48","VIEW_BUY_HOUSE",""
"8","554","2024-09-23 13:48:02","VIEW_BUY_HOUSE",""
"9","554","2024-09-23 13:49:39","BUY_HOUSE_WAIT",""
"10","553","2024-09-23 13:49:49","BUY_HOUSE_WAIT",""
"11","553","2024-09-23 13:50:07","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=D04"
"12","554","2024-09-23 13:50:31","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=N04"
"13","554","2024-09-23 13:51:44","VIEW_TAXES",""
"14","553","2024-09-23 13:52:00","VIEW_TAXES",""
"15","553","2024-09-23 13:52:25","VIEW_IMPROVEMENTS",""
"16","554","2024-09-23 15:35:24","VIEW_IMPROVEMENTS",""
"17","554","2024-09-23 17:06:44","ANSWER_SURVEY",""
"18","553","2024-09-23 17:22:13","ANSWER_SURVEY",""
"19","553","2024-09-23 17:22:30","SURVEY_COMPLETED",""
"20","554","2024-09-23 17:22:40","SURVEY_COMPLETED",""
"21","554","2024-09-23 17:23:32","VIEW_DAMAGE",""
"22","553","2024-09-23 17:23:42","VIEW_DAMAGE",""
"23","554","2024-09-23 17:23:51","VIEW_SUMMARY",""
"24","553","2024-09-23 17:24:01","VIEW_SUMMARY",""
"25","555","2024-09-23 17:24:38","READ_BUDGET",""
"26","556","2024-09-23 17:24:49","READ_BUDGET",""
"27","557","2024-09-23 18:27:12","LOGIN","Round=0"
"28","558","2024-09-23 19:52:12","LOGIN","Round=0"
"29","559","2024-09-23 19:52:16","LOGIN","Round=0"
"30","560","2024-09-23 19:52:22","LOGIN","Round=0"
"31","561","2024-09-23 19:53:04","LOGIN","Round=0"
"32","562","2024-09-23 19:53:30","LOGIN","Round=0"
"33","563","2024-09-23 19:53:35","LOGIN","Round=0"
"34","564","2024-09-23 19:54:22","LOGIN","Round=0"
"35","565","2024-09-23 19:55:25","LOGIN","Round=0"
"36","566","2024-09-23 19:59:43","READ_BUDGET",""
"37","567","2024-09-23 19:59:48","READ_BUDGET",""
"38","568","2024-09-23 20:04:07","READ_BUDGET",""
"39","569","2024-09-23 20:04:46","LOGIN","Round=0"
"40","570","2024-09-23 20:05:00","READ_BUDGET",""
"41","571","2024-09-23 20:06:55","READ_BUDGET",""
"42","572","2024-09-23 20:32:42","READ_BUDGET",""
"43","566","2024-09-23 20:38:44","READ_NEWS",""
"44","570","2024-09-23 20:38:48","READ_NEWS",""
"45","568","2024-09-23 20:38:58","READ_NEWS",""
"46","571","2024-09-23 20:39:18","READ_NEWS",""
"47","567","2024-09-23 20:40:28","READ_NEWS",""
"48","572","2024-09-23 20:40:34","READ_NEWS",""
"49","571","2024-09-23 20:43:23","VIEW_BUY_HOUSE",""
"50","572","2024-09-23 20:43:27","VIEW_BUY_HOUSE",""
"51","568","2024-09-23 20:43:27","VIEW_BUY_HOUSE",""
"52","566","2024-09-23 20:43:28","VIEW_BUY_HOUSE",""
"53","567","2024-09-23 20:43:32","VIEW_BUY_HOUSE",""
"54","570","2024-09-23 20:43:36","VIEW_BUY_HOUSE",""
"55","567","2024-09-23 21:00:41","BUY_HOUSE_WAIT",""
"56","570","2024-09-23 21:00:44","BUY_HOUSE_WAIT",""
"57","571","2024-09-23 21:00:57","BUY_HOUSE_WAIT",""
"58","566","2024-09-23 21:02:02","BUY_HOUSE_WAIT",""
"59","568","2024-09-23 21:02:49","BUY_HOUSE_WAIT",""
"60","572","2024-09-23 21:03:18","BUY_HOUSE_WAIT",""
"61","566","2024-09-23 21:09:25","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=N07"
"62","570","2024-09-23 21:11:05","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=D04"
"63","568","2024-09-23 21:11:07","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=D05"
"64","567","2024-09-23 21:11:09","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=D01"
"65","572","2024-09-23 21:11:22","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=U04"
"66","571","2024-09-23 21:12:04","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=U01"
"67","568","2024-09-23 21:15:43","VIEW_TAXES",""
"68","566","2024-09-23 21:15:44","VIEW_TAXES",""
"69","572","2024-09-23 21:15:45","VIEW_TAXES",""
"70","567","2024-09-23 21:15:47","VIEW_TAXES",""
"71","571","2024-09-23 21:16:21","VIEW_TAXES",""
"72","570","2024-09-23 21:16:40","VIEW_TAXES",""
"73","568","2024-09-23 21:18:13","VIEW_IMPROVEMENTS",""
"74","572","2024-09-23 21:18:15","VIEW_IMPROVEMENTS",""
"75","571","2024-09-23 21:19:25","VIEW_IMPROVEMENTS",""
"76","570","2024-09-23 21:19:32","VIEW_IMPROVEMENTS",""
"77","566","2024-09-23 21:20:19","VIEW_IMPROVEMENTS",""
"78","566","2024-09-23 21:20:23","ANSWER_SURVEY",""
"79","572","2024-09-23 21:26:01","ANSWER_SURVEY",""
"80","571","2024-09-23 21:27:20","ANSWER_SURVEY",""
"81","567","2024-09-23 21:28:12","VIEW_IMPROVEMENTS",""
"82","568","2024-09-23 21:28:19","ANSWER_SURVEY",""
"83","567","2024-09-23 21:28:26","ANSWER_SURVEY",""
"84","566","2024-09-23 21:30:25","SURVEY_COMPLETED",""
"85","571","2024-09-23 21:30:59","SURVEY_COMPLETED",""
"86","570","2024-09-23 21:31:12","ANSWER_SURVEY",""
"87","570","2024-09-23 21:31:18","SURVEY_COMPLETED",""
"88","568","2024-09-23 21:31:23","SURVEY_COMPLETED",""
"89","567","2024-09-23 21:31:29","SURVEY_COMPLETED",""
"90","572","2024-09-23 21:31:49","SURVEY_COMPLETED",""
"91","566","2024-09-23 21:32:47","VIEW_DAMAGE",""
"92","567","2024-09-23 21:32:58","VIEW_DAMAGE",""
"93","571","2024-09-23 21:33:11","VIEW_DAMAGE",""
"94","570","2024-09-23 21:33:19","VIEW_DAMAGE",""
"95","568","2024-09-23 21:33:24","VIEW_DAMAGE",""
"96","568","2024-09-23 21:36:38","VIEW_SUMMARY",""
"97","571","2024-09-23 21:36:39","VIEW_SUMMARY",""
"98","566","2024-09-23 21:36:39","VIEW_SUMMARY",""
"99","567","2024-09-23 21:36:46","VIEW_SUMMARY",""
"100","572","2024-09-23 22:50:20","VIEW_DAMAGE",""
"101","572","2024-09-23 22:50:25","VIEW_SUMMARY",""
"102","570","2024-09-24 06:22:23","VIEW_SUMMARY",""
"103","573","2024-09-24 06:23:13","READ_BUDGET",""
"104","573","2024-09-24 06:23:24","READ_NEWS",""
"105","573","2024-09-24 06:23:26","VIEW_SELL_HOUSE",""
"106","573","2024-09-24 06:23:47","STAY_HOUSE_WAIT",""
"107","574","2024-09-24 06:24:08","READ_BUDGET",""
"108","574","2024-09-24 06:24:12","READ_NEWS",""
"109","574","2024-09-24 06:24:13","VIEW_SELL_HOUSE",""
"110","574","2024-09-24 06:24:47","SELL_HOUSE_WAIT",""
"111","574","2024-09-24 06:25:19","VIEW_BUY_HOUSE","Transaction=APPROVED_SELL"
"112","575","2024-09-24 06:26:36","READ_BUDGET",""
"113","575","2024-09-24 06:26:39","READ_NEWS",""
"114","575","2024-09-24 06:26:39","VIEW_SELL_HOUSE",""
"115","575","2024-09-24 06:26:44","STAY_HOUSE_WAIT",""
"116","576","2024-09-24 06:27:04","READ_BUDGET",""
"117","576","2024-09-24 06:27:05","READ_NEWS",""
"118","576","2024-09-24 06:27:06","VIEW_SELL_HOUSE",""
"119","576","2024-09-24 06:27:08","STAY_HOUSE_WAIT",""
"120","577","2024-09-24 06:27:20","READ_BUDGET",""
"121","577","2024-09-24 06:27:23","READ_NEWS",""
"122","577","2024-09-24 06:27:24","VIEW_SELL_HOUSE",""
"123","577","2024-09-24 06:27:26","STAY_HOUSE_WAIT",""
"124","578","2024-09-24 06:27:37","READ_BUDGET",""
"125","578","2024-09-24 06:27:39","READ_NEWS",""
"126","578","2024-09-24 06:27:41","VIEW_SELL_HOUSE",""
"127","578","2024-09-24 06:27:43","STAY_HOUSE_WAIT",""
"128","574","2024-09-24 06:28:14","BUY_HOUSE_WAIT",""
"129","574","2024-09-24 06:28:46","BOUGHT_HOUSE","Transaction=APPROVED_BUY\nHouse=U09"
"130","574","2024-09-24 06:28:58","VIEW_TAXES",""
"131","574","2024-09-24 06:29:10","VIEW_IMPROVEMENTS",""
"132","578","2024-09-24 06:29:40","STAYED_HOUSE",""
"133","578","2024-09-24 06:29:41","VIEW_TAXES",""
"134","578","2024-09-24 06:29:44","VIEW_IMPROVEMENTS",""
"135","577","2024-09-24 06:30:03","STAYED_HOUSE",""
"136","577","2024-09-24 06:30:06","VIEW_TAXES",""
"137","577","2024-09-24 06:30:11","VIEW_IMPROVEMENTS",""
"138","577","2024-09-24 08:18:29","ANSWER_SURVEY",""
"139","574","2024-09-24 08:19:16","ANSWER_SURVEY",""
"140","573","2024-09-24 08:19:35","STAYED_HOUSE",""
"141","573","2024-09-24 08:19:36","VIEW_TAXES",""
"142","573","2024-09-24 08:19:40","VIEW_IMPROVEMENTS",""
"143","573","2024-09-24 08:19:46","ANSWER_SURVEY",""
"144","579","2024-09-24 08:19:59","LOGIN","Round=0"
"145","575","2024-09-24 08:20:26","STAYED_HOUSE",""
"146","575","2024-09-24 08:20:28","VIEW_TAXES",""
"147","575","2024-09-24 08:20:30","VIEW_IMPROVEMENTS",""
"148","575","2024-09-24 08:21:06","ANSWER_SURVEY",""
"149","578","2024-09-24 08:33:23","ANSWER_SURVEY",""
"150","576","2024-09-24 08:33:53","STAYED_HOUSE",""
"151","576","2024-09-24 08:33:55","VIEW_TAXES",""
"152","576","2024-09-24 08:34:02","VIEW_IMPROVEMENTS",""
"153","576","2024-09-24 08:35:24","ANSWER_SURVEY",""
"154","576","2024-09-24 08:36:13","SURVEY_COMPLETED",""
"155","573","2024-09-24 08:36:51","SURVEY_COMPLETED",""
"156","574","2024-09-24 08:37:40","SURVEY_COMPLETED",""
"157","575","2024-09-24 08:38:06","SURVEY_COMPLETED",""
"158","577","2024-09-24 08:38:36","SURVEY_COMPLETED",""
"159","578","2024-09-24 08:38:59","SURVEY_COMPLETED",""
"160","578","2024-09-24 08:40:48","VIEW_DAMAGE",""
"161","574","2024-09-24 08:41:27","VIEW_DAMAGE",""
"162","573","2024-09-24 08:42:44","VIEW_DAMAGE",""
"163","573","2024-09-24 08:42:50","VIEW_SUMMARY",""
"164","574","2024-09-24 08:43:07","VIEW_SUMMARY",""
"165","575","2024-09-24 08:43:22","VIEW_DAMAGE",""
"166","575","2024-09-24 08:43:28","VIEW_SUMMARY",""
"167","576","2024-09-24 08:43:51","VIEW_DAMAGE",""
"168","576","2024-09-24 08:44:28","VIEW_SUMMARY",""
"169","577","2024-09-24 08:47:56","VIEW_DAMAGE",""
"170","577","2024-09-24 08:48:00","VIEW_SUMMARY",""
"171","578","2024-09-24 08:49:41","VIEW_SUMMARY",""
"172","580","2024-09-24 08:50:02","READ_BUDGET",""
"173","580","2024-09-24 08:50:33","READ_NEWS",""
"174","580","2024-09-24 08:50:39","VIEW_SELL_HOUSE",""
"175","580","2024-09-24 08:50:49","STAY_HOUSE_WAIT",""
"176","581","2024-09-24 08:51:08","READ_BUDGET",""
"177","581","2024-09-24 08:51:13","READ_NEWS",""
"178","581","2024-09-24 08:51:15","VIEW_SELL_HOUSE",""
"179","581","2024-09-24 08:51:19","STAY_HOUSE_WAIT",""
"180","582","2024-09-24 08:52:29","READ_BUDGET",""
"181","582","2024-09-24 08:52:34","READ_NEWS",""
"182","582","2024-09-24 08:52:37","VIEW_SELL_HOUSE",""
"183","582","2024-09-24 08:52:42","STAY_HOUSE_WAIT",""
"184","583","2024-09-24 08:53:00","READ_BUDGET",""
"185","583","2024-09-24 08:53:05","READ_NEWS",""
"186","583","2024-09-24 08:53:07","VIEW_SELL_HOUSE",""
"187","583","2024-09-24 08:53:11","STAY_HOUSE_WAIT",""
"188","584","2024-09-24 08:54:07","READ_BUDGET",""
"189","584","2024-09-24 08:54:11","READ_NEWS",""
"190","584","2024-09-24 08:54:14","VIEW_SELL_HOUSE",""
"191","584","2024-09-24 08:55:21","STAY_HOUSE_WAIT",""
"192","585","2024-09-24 08:55:41","READ_BUDGET",""
"193","585","2024-09-24 08:55:47","READ_NEWS",""
"194","585","2024-09-24 08:55:48","VIEW_SELL_HOUSE",""
"195","585","2024-09-24 08:55:53","STAY_HOUSE_WAIT",""
"196","581","2024-09-24 08:58:07","STAYED_HOUSE",""
"197","585","2024-09-24 08:58:30","STAYED_HOUSE",""
"198","585","2024-09-24 08:58:46","VIEW_TAXES",""
"199","585","2024-09-24 08:58:51","VIEW_IMPROVEMENTS",""
"200","585","2024-09-24 08:59:30","ANSWER_SURVEY",""
"201","584","2024-09-24 09:00:24","STAYED_HOUSE",""
"202","584","2024-09-24 09:00:26","VIEW_TAXES",""
"203","584","2024-09-24 09:00:31","VIEW_IMPROVEMENTS",""
"204","584","2024-09-24 09:01:00","ANSWER_SURVEY",""
